order_id,order_datetime,customer_id,total_amount,num_items
384091,2024-02-03T20:57:07.978283,21,40.31,3
386631,2024-02-09T13:59:07.097946,18,43.53,5
391372,2024-02-03T02:00:03.755486,23,9.66,1
393357,2024-02-07T03:55:52.472047,27,3.86,1
401821,2024-02-04T02:34:17.979624,16,60.52,5
403893,2024-02-05T07:01:41.395251,16,9.46,1
410996,2024-02-07T02:04:24.905962,24,3.22,1
420069,2024-02-02T15:30:55.998015,23,44.53,3
444014,2024-02-03T13:03:53.904757,11,24.4,4
454638,2024-02-10T03:05:25.283196,8,50.12,4
473844,2024-02-03T17:30:04.994036,15,75.89,4
474142,2024-02-05T21:53:09.666981,14,20.72,1
475589,2024-02-06T21:44:35.534486,23,26.48,4
480403,2024-02-05T18:06:23.710784,18,28.18,3
524043,2024-02-02T00:17:52.880496,12,40.81,3
526976,2024-02-02T00:36:33.109718,25,30.06,2
532138,2024-02-07T20:46:23.892954,2,24.38,3
547862,2024-02-04T16:39:32.761241,26,1.58,1
573862,2024-02-07T09:29:43.906465,8,72.07,5
577254,2024-02-04T23:43:37.176100,23,32.56,2
603451,2024-02-10T22:31:16.847596,11,26.56,2
606645,2024-02-05T12:45:38.275699,3,57.26,3
616280,2024-02-07T23:08:46.391134,12,56.38,4
621883,2024-02-08T02:38:30.201735,9,70.89,4
628050,2024-02-09T05:09:25.173216,3,62.69,3
635945,2024-02-08T16:13:37.998303,3,15.43,2
637637,2024-02-08T11:15:14.639473,3,60.12,4
651706,2024-02-07T20:36:07.662710,25,47.3,1
673469,2024-02-04T12:20:10.158643,21,6.76,1
674688,2024-02-04T18:21:55.226860,14,61.06,4
693068,2024-02-03T03:14:45.764883,20,67.84,4
706234,2024-02-08T03:33:07.297308,18,33.44,4
710311,2024-02-09T08:30:54.063078,29,1.58,1
712182,2024-02-03T02:08:06.966296,7,27.28,1
721849,2024-02-10T08:05:05.107521,13,52.72,2
727269,2024-02-06T08:26:01.971847,26,58.15,3
727871,2024-02-02T19:53:17.603854,20,33.26,4
741293,2024-02-06T11:56:11.637177,23,39.74,2
742373,2024-02-04T03:30:05.973941,13,9.65,1
751418,2024-02-09T19:53:28.289382,21,60.61,2
753425,2024-02-06T23:14:13.857653,16,9.5,1
755037,2024-02-04T09:03:45.315046,17,42.63,4
772724,2024-02-06T19:27:35.939148,17,25.08,3
778538,2024-02-09T02:02:23.218782,1,11.58,2
784054,2024-02-05T20:42:56.320559,11,60.34,4
804923,2024-02-09T15:38:29.830383,21,28.83,2
805082,2024-02-02T03:39:58.590239,5,46.58,4
831452,2024-02-04T07:19:39.029893,19,46.38,2
848603,2024-02-07T10:08:43.399071,2,4.8,1
848912,2024-02-06T16:33:51.407032,18,99.47,4
849068,2024-02-07T10:48:32.188325,3,5.94,1
852930,2024-02-08T16:11:45.289983,14,46.04,5
853825,2024-02-04T04:21:38.197859,23,9.68,2
868334,2024-02-09T06:36:52.344886,8,48.34,3
874010,2024-02-08T14:58:08.858104,20,41.03,4
877919,2024-02-02T11:06:08.390873,3,5.24,2
913291,2024-02-06T11:32:42.528279,22,41.06,2
924125,2024-02-04T23:09:11.745646,3,88.81,4
943606,2024-02-04T01:13:01.949911,21,28.83,3
955412,2024-02-10T18:56:07.842212,17,17.41,2
963340,2024-02-03T19:28:51.010068,21,3.95,1
969492,2024-02-03T01:23:13.163984,24,71.43,3
982026,2024-02-09T17:13:45.076448,9,18.25,1
987088,2024-02-03T02:18:27.644252,28,40.0,5
1000104,2024-02-04T19:36:41.316385,15,31.55,1
1000814,2024-02-01T13:00:07.572845,14,36.03,3
1013164,2024-02-06T08:21:42.642649,4,18.92,3
1014077,2024-02-02T21:57:58.542681,22,36.08,2
1014418,2024-02-10T04:41:19.694116,26,130.47,5
1039662,2024-02-04T03:27:18.075066,21,71.09,5
1043894,2024-02-09T20:36:13.259911,2,63.9,4
1047652,2024-02-09T10:32:30.369714,5,69.91,4
1054292,2024-02-09T07:32:00.757255,26,53.72,2
1069025,2024-02-03T10:41:27.163942,27,38.31,2
1070366,2024-02-10T11:49:59.501676,30,56.46,3
1070622,2024-02-10T21:59:11.195029,17,19.37,3
1075707,2024-02-07T13:50:10.633264,23,47.96,3
1077208,2024-02-04T12:07:30.634756,19,84.79,5
1081229,2024-02-07T05:26:24.023273,21,44.3,3
1098235,2024-02-03T01:48:47.181615,3,17.09,4
1102656,2024-02-06T03:58:11.321926,29,97.71,4
1103575,2024-02-09T12:43:53.439938,6,20.72,1
1116557,2024-02-04T11:55:35.169892,23,4.8,1
1118684,2024-02-07T14:16:27.897469,30,12.84,1
1119467,2024-02-02T23:08:33.517795,2,38.41,2
1123512,2024-02-03T19:36:53.626217,10,6.54,2
1127331,2024-02-09T21:54:29.422641,29,62.25,4
1133475,2024-02-06T08:09:37.654641,29,63.79,5
1140013,2024-02-07T09:16:40.606575,13,12.2,1
1151874,2024-02-09T00:14:23.574692,27,52.79,2
1172348,2024-02-09T23:04:59.689014,2,20.29,2
1193031,2024-02-02T12:47:48.599053,2,21.48,2
1203253,2024-02-09T06:21:29.386820,7,49.84,4
1205719,2024-02-09T20:02:20.342482,10,21.73,2
1209124,2024-02-04T02:35:02.847161,12,82.41,3
1236646,2024-02-06T22:11:46.878721,4,62.29,4
1239306,2024-02-10T05:54:15.904134,10,13.73,2
1243873,2024-02-03T06:42:53.652129,3,14.66,1
1275214,2024-02-06T21:08:55.499658,7,7.96,2
1276688,2024-02-09T12:10:46.393184,12,10.77,2
1283037,2024-02-03T19:36:49.945564,10,54.48,3
1286062,2024-02-03T22:31:45.492058,26,4.75,1
1290146,2024-02-02T10:12:04.026973,10,6.29,1
1313730,2024-02-07T08:08:28.803963,26,132.58,5
1315572,2024-02-10T23:54:15.896176,22,28.59,2
1317857,2024-02-09T13:49:23.607847,17,92.89,3
1337833,2024-02-02T16:32:05.046340,9,62.78,4
1343916,2024-02-02T17:54:19.080846,4,9.35,1
1349668,2024-02-06T04:06:21.371874,28,20.11,3
1371569,2024-02-10T23:37:31.766560,20,18.25,1
1411290,2024-02-07T05:39:08.680255,27,61.55,2
1430466,2024-02-04T07:23:15.068955,14,64.4,3
1442413,2024-02-10T13:19:56.793993,4,25.9,1
1454044,2024-02-06T00:17:02.149806,17,113.36,4
1475153,2024-02-09T02:11:31.165958,21,29.44,4
1477843,2024-02-07T23:50:33.568641,13,28.86,2
1479142,2024-02-03T21:32:23.193824,16,46.1,3
1480120,2024-02-06T08:44:56.463267,8,6.29,1
1497336,2024-02-04T04:30:24.886207,14,38.52,3
1522731,2024-02-08T11:29:25.628679,22,29.22,1
1527536,2024-02-03T11:48:57.272709,3,9.5,1
1538074,2024-02-08T00:11:48.186742,23,42.72,4
1540644,2024-02-06T06:59:59.714651,5,57.17,4
1551767,2024-02-03T12:26:31.589473,9,64.47,2
1582362,2024-02-02T07:23:06.025989,5,38.94,3
1585749,2024-02-09T05:01:36.774220,21,25.16,1
1599778,2024-02-04T11:35:42.794273,27,77.71,5
1612512,2024-02-08T01:34:38.822211,12,21.47,2
1633921,2024-02-04T13:51:21.422766,7,7.72,1
1634547,2024-02-07T12:12:03.458589,24,42.5,4
1638946,2024-02-07T08:06:02.140176,3,39.99,3
1647704,2024-02-07T02:54:38.496436,26,63.86,3
1649190,2024-02-07T01:30:12.858128,17,68.61,5
1677938,2024-02-03T22:58:52.641764,15,136.5,4
1679205,2024-02-09T11:19:37.835988,5,30.38,3
1688878,2024-02-06T07:12:13.716185,18,52.96,3
1691804,2024-02-02T17:06:30.386351,19,61.69,5
1701465,2024-02-04T16:38:54.175531,29,61.07,4
1708787,2024-02-02T15:28:10.745351,6,20.54,2
1714334,2024-02-06T12:35:02.453755,17,94.64,5
1714538,2024-02-02T05:29:37.428103,9,59.04,4
1735807,2024-02-06T12:51:23.122015,10,92.95,5
1738326,2024-02-04T06:25:27.739070,11,12.84,1
1757350,2024-02-06T02:27:08.830693,25,10.3,1
1760828,2024-02-07T04:20:23.498304,26,16.1,1
1765278,2024-02-04T20:27:14.943363,21,29.08,2
1765998,2024-02-10T19:37:12.542061,9,45.4,3
1769416,2024-02-03T20:06:46.303139,6,25.35,1
1771709,2024-02-08T20:34:01.266003,4,101.34,5
1779872,2024-02-04T22:49:35.950608,12,27.33,3
1791839,2024-02-09T00:30:29.798525,17,13.64,1
1795392,2024-02-02T11:56:43.275124,13,66.23,5
1798904,2024-02-10T10:23:48.235588,10,37.84,1
1807675,2024-02-04T22:06:35.053152,16,17.37,2
1810749,2024-02-03T16:41:39.563271,3,1.58,1
1834034,2024-02-10T15:58:00.931476,28,7.72,1
1836582,2024-02-07T18:03:17.264065,17,2.04,1
1838227,2024-02-08T18:41:53.798921,22,14.25,2
1839014,2024-02-03T15:20:32.255973,24,54.62,3
1848744,2024-02-10T12:34:34.474605,14,49.32,3
1857048,2024-02-04T16:25:48.666285,24,59.12,4
1857379,2024-02-03T16:13:12.396909,4,46.71,4
1861298,2024-02-04T21:15:52.415465,27,69.14,4
1869007,2024-02-10T15:01:47.910256,26,45.9,1
1887683,2024-02-06T03:29:56.412244,3,78.27,4
1895288,2024-02-01T13:48:32.611400,28,42.58,5
1905989,2024-02-04T22:37:38.794275,10,10.5,2
1907124,2024-02-06T19:51:43.463979,22,56.39,3
1961838,2024-02-06T09:26:04.033249,20,13.63,2
1962342,2024-02-07T20:52:12.234989,29,98.4,3
1980512,2024-02-07T00:40:07.242466,28,29.05,4
1985766,2024-02-10T11:05:51.667485,29,47.3,1
1999529,2024-02-07T17:56:44.607511,17,44.24,2
2001960,2024-02-06T07:51:17.393642,27,41.58,2
2026288,2024-02-04T21:22:11.521877,16,12.85,2
2044800,2024-02-03T21:42:03.010397,15,5.79,1
2050452,2024-02-09T12:02:26.042742,24,32.95,2
2064744,2024-02-06T03:24:51.916392,1,136.18,5
2079720,2024-02-10T15:40:35.134291,12,63.22,3
2103878,2024-02-06T19:56:35.519357,24,9.5,1
2119299,2024-02-07T16:31:00.884154,5,54.13,5
2122749,2024-02-03T08:57:34.575425,17,69.1,4
2124198,2024-02-04T21:40:10.474101,18,18.87,1
2125659,2024-02-06T10:41:36.347340,10,1.02,1
2126725,2024-02-02T21:16:12.950743,7,75.84,3
2131427,2024-02-02T13:23:21.104834,30,7.12,2
2138733,2024-02-07T18:51:17.744316,27,23.76,1
2145237,2024-02-04T02:46:11.429293,29,72.73,4
2168777,2024-02-02T12:23:18.045434,16,101.51,5
2177095,2024-02-06T23:55:50.250510,1,12.84,1
2178896,2024-02-07T16:57:21.121928,12,101.76,5
2188418,2024-02-04T22:58:54.445231,16,57.44,5
2189235,2024-02-10T14:47:48.399096,28,66.84,5
2194624,2024-02-06T21:17:59.387664,11,25.75,1
2205784,2024-02-02T06:16:04.425134,26,67.85,5
2207860,2024-02-10T00:35:27.456535,30,0.79,1
2219456,2024-02-04T23:27:23.405671,14,35.8,2
2219997,2024-02-06T19:49:07.781546,30,19.69,2
2221839,2024-02-08T20:39:48.415041,8,35.88,4
2222237,2024-02-05T02:11:52.816153,4,49.98,2
2225326,2024-02-04T10:41:51.095185,27,38.94,3
2251518,2024-02-03T09:28:21.855770,5,52.16,4
2269201,2024-02-10T06:59:52.235310,30,47.3,1
2273965,2024-02-09T11:29:47.701025,20,57.68,4
2278057,2024-02-06T02:16:22.298248,18,58.79,4
2333229,2024-02-02T10:33:30.573885,3,19.74,2
2339326,2024-02-08T19:06:44.293872,2,35.11,2
2348700,2024-02-04T10:03:32.186211,21,63.02,5
2349775,2024-02-03T08:20:15.791008,7,6.4,1
2356645,2024-02-07T04:52:05.491976,11,36.34,5
2405964,2024-02-09T05:53:08.354217,18,29.32,1
2428717,2024-02-04T03:07:20.892733,15,55.08,5
2429061,2024-02-04T19:54:22.341184,29,32.42,2
2446157,2024-02-02T06:48:03.857241,24,52.69,3
2458841,2024-02-03T13:48:20.146549,19,20.46,1
2458992,2024-02-06T05:02:27.045795,20,4.11,1
2465348,2024-02-10T21:26:43.937202,13,38.23,2
2468643,2024-02-04T04:23:46.583987,16,76.66,3
2473364,2024-02-09T19:28:32.556333,1,90.09,3
2478890,2024-02-09T04:02:19.982338,4,32.85,4
2504392,2024-02-09T23:21:34.928658,26,47.41,2
2508740,2024-02-09T02:31:36.975506,15,8.45,1
2543900,2024-02-09T03:42:28.865569,4,23.37,2
2562603,2024-02-10T01:08:26.704233,16,35.99,3
2566500,2024-02-10T19:06:21.827642,1,57.37,3
2569001,2024-02-04T20:41:39.286902,6,73.1,4
2569613,2024-02-10T09:09:05.169636,10,40.43,3
2572820,2024-02-10T08:07:49.277629,10,16.05,1
2575008,2024-02-04T03:41:05.156961,28,33.81,4
2582879,2024-02-04T02:25:36.734983,3,10.48,2
2588848,2024-02-02T22:57:34.280353,3,19.63,4
2602996,2024-02-04T01:50:36.443411,26,103.01,5
2611736,2024-02-02T07:19:24.258817,15,158.56,5
2616523,2024-02-06T18:19:13.904727,23,9.6,1
2633600,2024-02-02T06:19:25.692541,7,41.47,3
2637283,2024-02-08T14:43:00.053322,6,8.99,2
2639919,2024-02-03T14:18:09.404912,15,6.42,1
2640609,2024-02-04T17:42:11.531003,17,68.99,5
2667748,2024-02-02T09:52:32.363376,3,62.11,4
2673474,2024-02-08T07:19:40.163635,26,59.09,4
2678050,2024-02-03T22:00:06.422731,28,46.66,5
2700811,2024-02-09T22:51:22.734203,30,54.93,5
2704594,2024-02-01T02:42:44.723630,14,15.83,2
2716572,2024-02-02T11:49:06.456309,21,11.72,2
2735700,2024-02-09T20:12:56.819391,24,30.66,4
2737104,2024-02-06T19:10:07.969532,18,12.68,3
2758652,2024-02-03T21:56:55.901315,1,42.64,5
2760420,2024-02-03T23:48:37.582873,16,34.28,4
2802726,2024-02-06T03:57:24.459064,20,82.46,4
2808306,2024-02-03T16:26:49.249814,16,31.91,3
2818981,2024-02-09T22:57:35.528768,18,29.41,3
2837515,2024-02-10T14:56:32.031031,25,29.61,1
2848792,2024-02-02T07:08:02.683360,12,35.38,2
2849697,2024-02-02T01:55:03.021708,10,49.5,2
2853925,2024-02-07T07:20:06.780620,25,74.55,5
2871493,2024-02-08T09:34:21.131779,4,63.22,3
2871719,2024-02-09T11:47:30.238051,6,93.7,5
2888480,2024-02-08T08:12:53.160519,10,82.16,4
2888605,2024-02-03T00:01:10.110042,12,26.35,2
2893532,2024-02-06T09:22:16.520399,5,24.97,3
2896714,2024-02-02T13:03:16.554556,22,46.89,4
2915186,2024-02-05T09:54:34.741383,29,25.65,2
2923133,2024-02-06T19:51:53.257534,7,76.42,5
2924623,2024-02-03T08:23:06.408419,19,92.98,4
2941348,2024-02-02T16:02:44.913972,25,15.45,1
2958261,2024-02-09T07:32:02.539686,24,57.55,3
2965386,2024-02-07T16:51:17.419419,13,65.0,5
2968743,2024-02-04T02:21:58.295028,27,63.32,4
2978037,2024-02-06T14:10:36.558119,28,4.11,1
2994867,2024-02-10T23:11:27.532470,9,30.9,3
3004192,2024-02-09T19:16:34.952507,12,29.1,2
3018917,2024-02-02T00:04:13.619572,22,16.05,1
3024270,2024-02-04T03:08:32.549571,18,25.92,4
3028048,2024-02-02T00:36:18.269409,24,32.08,3
3031224,2024-02-07T00:22:15.221943,23,15.51,2
3054647,2024-02-02T02:41:01.724644,3,16.95,2
3059091,2024-02-07T00:30:21.720581,10,61.41,5
3063076,2024-02-10T01:15:47.301527,19,5.8,1
3076217,2024-02-07T12:32:27.111010,15,66.74,3
3082078,2024-02-09T08:17:06.226945,4,3.8,1
3083394,2024-02-08T07:13:57.235712,6,49.36,4
3092294,2024-02-07T04:34:08.076683,26,69.55,4
3096439,2024-02-04T21:31:49.080060,17,49.46,5
3098639,2024-02-07T05:20:45.907224,17,15.96,1
3109171,2024-02-10T20:16:45.318700,21,36.94,3
3109958,2024-02-05T13:25:00.137882,7,28.78,4
3112112,2024-02-03T18:39:37.172542,8,47.16,4
3124565,2024-02-03T23:42:43.435802,1,49.02,3
3141216,2024-02-06T19:57:20.510620,20,27.69,2
3165743,2024-02-07T12:18:41.640339,4,79.61,5
3169220,2024-02-03T00:43:29.859299,24,58.5,5
3171400,2024-02-04T04:04:01.390375,23,47.64,3
3189891,2024-02-07T07:04:26.553142,5,33.89,4
3190269,2024-02-04T04:43:05.090667,15,134.63,5
3220150,2024-02-03T07:37:13.097245,13,42.02,3
3221907,2024-02-10T13:47:23.412055,27,58.52,3
3247939,2024-02-02T12:32:11.321491,6,32.29,2
3253186,2024-02-07T14:37:45.000131,13,29.61,1
3284745,2024-02-06T11:06:39.935640,12,51.36,2
3296962,2024-02-04T14:41:29.815180,22,3.2,1
3303217,2024-02-03T17:59:59.474051,4,69.17,4
3312325,2024-02-03T06:34:19.617819,18,74.12,5
3313268,2024-02-04T02:57:42.030404,26,37.27,3
3320150,2024-02-03T20:49:01.455140,21,47.92,4
3327588,2024-02-06T22:35:34.597789,9,47.53,3
3334587,2024-02-09T13:25:00.674628,27,44.97,4
3340336,2024-02-02T19:30:02.599544,4,65.3,2
3371892,2024-02-02T23:44:41.879408,28,29.44,4
3375012,2024-02-10T15:32:57.607294,2,16.1,1
3382211,2024-02-06T01:56:33.724070,12,64.24,5
3382620,2024-02-03T00:38:13.042219,22,42.25,1
3384826,2024-02-09T00:30:07.943289,23,39.36,4
3406081,2024-02-02T05:17:36.185807,24,87.95,4
3406394,2024-02-05T01:09:49.854951,1,23.91,3
3445163,2024-02-08T19:08:40.162117,13,10.95,1
3447807,2024-02-06T20:48:35.261248,13,4.08,1
3448153,2024-02-03T16:01:53.359780,29,23.75,1
3450194,2024-02-04T19:01:31.097355,9,51.82,3
3451457,2024-02-03T19:15:01.930060,12,29.61,1
3463168,2024-02-04T11:18:04.660327,16,88.42,5
3488161,2024-02-03T18:57:19.346924,26,27.84,2
3499634,2024-02-07T07:33:51.410148,2,50.51,3
3529158,2024-02-07T22:06:49.874854,6,16.13,2
3531879,2024-02-07T11:48:44.794893,23,47.65,2
3589213,2024-02-06T02:06:36.672798,5,60.74,5
3593214,2024-02-03T01:13:57.261935,20,28.75,3
3603320,2024-02-03T21:57:47.563025,7,44.11,2
3615147,2024-02-07T07:19:52.919647,16,33.8,1
3621530,2024-02-06T09:13:32.599017,16,85.36,4
3623810,2024-02-04T00:29:59.769192,13,37.67,3
3628367,2024-02-02T18:20:45.140600,2,70.24,3
3639231,2024-02-03T23:04:05.571156,4,34.85,2
3642398,2024-02-07T11:44:14.868972,24,46.44,2
3649902,2024-02-04T07:58:10.607050,27,25.85,2
3654131,2024-02-09T08:11:38.282539,22,42.36,2
3658920,2024-02-08T07:33:19.779344,4,39.48,1
3661542,2024-02-10T10:33:55.883962,22,43.1,4
3661813,2024-02-06T09:01:31.075869,29,49.01,4
3711918,2024-02-05T08:38:48.396505,4,76.05,5
3717425,2024-02-06T17:15:59.976394,9,6.82,1
3752476,2024-02-05T09:34:12.175012,24,72.13,4
3753897,2024-02-10T06:53:10.245625,5,113.16,4
3763813,2024-02-04T10:11:26.868353,28,5.1,1
3770890,2024-02-02T11:16:44.696581,28,9.6,1
3777158,2024-02-04T06:35:12.434656,7,94.61,5
3790521,2024-02-07T10:41:33.323505,9,54.54,5
3823915,2024-02-02T18:43:56.063483,9,46.33,4
3832781,2024-02-07T02:53:05.442722,28,19.48,1
3833927,2024-02-03T07:52:44.683536,27,17.17,3
3834321,2024-02-03T04:13:30.250880,20,11.73,1
3837199,2024-02-04T00:16:45.103419,29,23.75,3
3843382,2024-02-03T11:17:06.239362,19,19.38,3
3849062,2024-02-10T16:40:39.415299,17,35.74,3
3854095,2024-02-04T23:34:30.086352,20,7.3,1
3876198,2024-02-07T13:57:54.836406,21,1.69,1
3878418,2024-02-06T08:44:18.386914,2,28.08,4
3881521,2024-02-09T11:07:55.839508,12,33.8,1
3884874,2024-02-02T22:41:40.971624,22,64.63,3
3888452,2024-02-07T06:50:35.219027,3,34.1,1
3893555,2024-02-07T07:26:44.428600,13,27.28,1
3907020,2024-02-10T17:45:39.758140,27,19.95,1
3910675,2024-02-03T11:19:32.255548,12,18.85,3
3912952,2024-02-08T03:19:28.158466,25,45.12,3
3914233,2024-02-03T02:43:32.105402,9,43.13,3
3929141,2024-02-10T22:58:39.679962,19,46.33,3
3936083,2024-02-10T15:00:14.012390,5,113.66,4
3937407,2024-02-04T05:41:10.726930,19,25.75,1
3966284,2024-02-06T06:59:43.769273,30,74.19,5
3969561,2024-02-09T23:15:16.179965,21,56.61,5
3978462,2024-02-08T15:46:05.507874,24,66.19,4
3996836,2024-02-05T19:42:07.959539,4,12.68,2
4009137,2024-02-07T19:24:06.728615,13,49.35,1
4013508,2024-02-07T17:15:32.570209,21,29.05,2
4020243,2024-02-04T19:40:00.092909,2,49.16,2
4029255,2024-02-03T17:40:34.529058,10,37.86,4
4041163,2024-02-06T08:10:17.384746,1,30.07,2
4046361,2024-02-10T22:07:36.182650,19,52.3,3
4050435,2024-02-10T00:17:57.313207,13,37.08,2
4066838,2024-02-05T21:15:14.761245,15,68.34,2
4067124,2024-02-03T09:48:58.252223,5,33.35,2
4073173,2024-02-08T13:24:30.985373,3,5.8,1
4089941,2024-02-02T17:54:25.647953,7,48.81,4
4094583,2024-02-03T18:37:35.940065,1,67.68,4
4098569,2024-02-09T12:00:03.205984,3,62.39,3
4119462,2024-02-10T22:58:17.806622,11,73.25,4
4121712,2024-02-09T15:48:25.624578,15,78.75,5
4142385,2024-02-08T18:00:24.997548,22,1.9,1
4153482,2024-02-04T03:55:28.659818,8,51.9,2
4154970,2024-02-10T05:26:00.022121,13,71.46,3
4162531,2024-02-06T11:55:23.443284,4,53.32,5
4186849,2024-02-10T03:43:29.292444,23,18.93,1
4187491,2024-02-03T22:29:21.697896,17,69.6,5
4195576,2024-02-01T08:23:15.573430,21,18.76,3
4202113,2024-02-03T13:44:37.665768,24,41.71,3
4222242,2024-02-09T19:01:10.600311,23,3.86,1
4236244,2024-02-07T15:49:24.985123,2,31.8,2
4244137,2024-02-08T22:30:22.704962,22,5.94,1
4249161,2024-02-07T10:33:59.423455,12,3.16,1
4257040,2024-02-03T21:50:07.175642,22,52.53,4
4266684,2024-02-10T07:50:09.527455,29,17.41,2
4269921,2024-02-09T06:27:19.433424,13,65.6,3
4283269,2024-02-09T20:07:00.839863,21,2.74,1
4289163,2024-02-07T02:53:38.396560,5,72.9,4
4316896,2024-02-04T16:17:35.674646,2,18.97,3
4318004,2024-02-09T01:40:41.919292,15,28.8,3
4327272,2024-02-10T04:04:10.109545,4,21.78,3
4341778,2024-02-02T10:50:05.569851,24,20.72,1
4342391,2024-02-09T19:34:47.780970,2,10.95,1
4343897,2024-02-09T07:29:14.068530,22,39.48,1
4353488,2024-02-05T04:10:21.084057,1,39.48,1
4361114,2024-02-04T05:23:41.815624,20,12.58,1
4390143,2024-02-01T06:54:11.388196,6,18.87,1
4392271,2024-02-08T06:03:43.464307,28,49.67,4
4395209,2024-02-06T16:41:08.471306,26,96.03,5
4406413,2024-02-04T10:54:52.385119,9,70.8,5
4410001,2024-02-03T09:11:20.679002,8,55.04,3
4441383,2024-02-07T18:53:33.000606,5,20.72,1
4447218,2024-02-03T12:14:57.659470,19,2.32,1
4450672,2024-02-03T08:33:21.769051,17,30.7,2
4452095,2024-02-02T12:39:51.146003,27,62.77,4
4457778,2024-02-02T14:26:34.831580,10,8.33,2
4469085,2024-02-10T07:21:25.327406,25,12.84,1
4495882,2024-02-03T16:24:26.447651,13,42.75,3
4503480,2024-02-05T12:52:16.246548,24,17.55,3
4504038,2024-02-09T19:34:41.056509,26,35.25,3
4545054,2024-02-03T23:40:11.665626,26,30.31,2
4588510,2024-02-06T06:09:00.468887,16,31.09,3
4589628,2024-02-04T01:34:55.329417,4,70.67,3
4601685,2024-02-08T05:38:56.697278,6,63.5,2
4606683,2024-02-07T08:01:21.047240,22,36.62,2
4619739,2024-02-10T00:00:08.893800,5,3.65,1
4632196,2024-02-04T18:41:45.886900,14,39.89,4
4633677,2024-02-06T07:07:45.373013,6,27.28,1
4636884,2024-02-06T17:13:42.460540,28,22.76,3
4646845,2024-02-08T02:00:03.994620,18,46.59,2
4648142,2024-02-03T03:14:20.194708,10,113.4,4
4649101,2024-02-04T14:08:03.750579,20,38.96,1
4651616,2024-02-05T19:03:49.013243,2,63.88,3
4667793,2024-02-08T22:19:45.397686,1,7.6,2
4680312,2024-02-04T04:08:18.804113,28,26.72,3
4682986,2024-02-10T00:24:48.294427,24,22.29,2
4716957,2024-02-04T13:30:52.942275,8,74.75,5
4731810,2024-02-07T21:14:20.860035,20,10.98,2
4740583,2024-02-03T15:22:22.424344,17,23.52,2
4743043,2024-02-05T07:10:15.065928,20,88.51,5
4776018,2024-02-05T09:21:24.162732,15,22.35,3
4780929,2024-02-02T20:12:54.954329,30,55.47,4
4786429,2024-02-04T12:33:07.141033,14,26.53,2
4794125,2024-02-04T05:20:49.072193,28,5.94,1
4800763,2024-02-04T13:30:15.086515,8,18.92,1
4813809,2024-02-10T01:33:55.531093,12,13.56,2
4817804,2024-02-09T05:19:05.813896,1,38.65,2
4836176,2024-02-10T23:11:58.155916,13,15.42,3
4849397,2024-02-07T11:38:59.501748,17,142.74,5
4867972,2024-02-03T12:05:06.785603,5,2.37,1
4877196,2024-02-04T19:12:01.571509,18,78.1,4
4891563,2024-02-04T21:44:00.102567,26,58.44,5
4904456,2024-02-04T04:32:31.876503,26,61.96,3
4907487,2024-02-05T10:23:16.025332,19,73.58,5
4911752,2024-02-04T12:30:07.640064,15,16.1,1
4920033,2024-02-04T12:03:22.242019,1,62.9,4
4929929,2024-02-10T08:18:52.825721,30,26.24,2
